model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_msp,fpr95_msp,oscr_msp,auroc_energy,fpr95_energy,oscr_energy,ece,nll,brier,aurc,ece_ts,nll_ts,rho,seed,setting
student_teacheronly_kd,val,all,all,2.0082385735245385,200000,53779,0.92903,0.8942951383852414,0.8533189979359974,0.7340969523419922,0.832404305676937,0.8228256588538276,0.7161159560423214,0.7964478000706595,0.04299970352210106,0.3553919494152069,0.11233886480269605,0.005663290349122816,0.0064541517947614094,0.2539268732070923,0.9,0,teacher_only
student_teacheronly_kd,val,all,near,2.0082385735245385,200000,10959,0.92903,0.8942951383852414,0.8406574856282508,0.7454147276211334,0.8224520476320832,0.8197099347568209,0.7521671685372753,0.7948949311068529,0.04299970352210106,0.3553919494152069,0.11233886480269605,0.005663290349122816,0.0064541517947614094,0.2539268732070923,0.9,0,teacher_only
student_teacheronly_kd,val,all,far,2.0082385735245385,200000,42820,0.92903,0.8942951383852414,0.8565594816674451,0.7312003736571695,0.8349514050677252,0.8236230717538533,0.7068893040635217,0.7968452286314806,0.04299970352210106,0.3553919494152069,0.11233886480269605,0.005663290349122816,0.0064541517947614094,0.2539268732070923,0.9,0,teacher_only
student_teacheronly_kd,val,ge5,all,2.0082385735245385,191366,52270,0.939874376848552,0.9062871691725544,0.8635400783685541,0.7005548115553855,0.8465821171086471,0.8358961817874305,0.6579108475224794,0.8121965117417159,0.03616338790591501,0.29443463683128357,0.09532943583281515,0.004298467029154052,0.005226015497365058,0.21091069281101227,0.9,0,teacher_only
student_teacheronly_kd,val,ge5,near,2.0082385735245385,191366,10483,0.939874376848552,0.9062871691725544,0.8486441477695421,0.7182104359439092,0.8347735506979888,0.8319439520119023,0.6952208337308022,0.8096589035109475,0.03616338790591501,0.29443463683128357,0.09532943583281515,0.004298467029154052,0.005226015497365058,0.21091069281101227,0.9,0,teacher_only
student_teacheronly_kd,val,ge5,far,2.0082385735245385,191366,41787,0.939874376848552,0.9062871691725544,0.8672769831587865,0.6961255892981071,0.8495445025797969,0.8368876677695986,0.6485509847560246,0.8128331151610362,0.03616338790591501,0.29443463683128357,0.09532943583281515,0.004298467029154052,0.005226015497365058,0.21091069281101227,0.9,0,teacher_only
teacher,val,all,all,4.051532348954536,200000,53779,0.209535,0.260273295825835,0.48820070441064356,0.9657487123226538,0.14096122677996986,0.49364906162256644,0.9522304245151453,0.138967939623273,0.6509735733221471,6.595880031585693,1.382262529847843,0.6128642611111388,0.1857882422137074,2.7152953147888184,1.0,0,both
teacher,val,all,near,4.051532348954536,200000,10959,0.209535,0.260273295825835,0.43492372296742404,0.9672415366365544,0.13386984624509535,0.4469074774158226,0.9523679167807282,0.1312314189250844,0.6509735733221471,6.595880031585693,1.382262529847843,0.6128642611111388,0.1857882422137074,2.7152953147888184,1.0,0,both
teacher,val,all,far,4.051532348954536,200000,42820,0.209535,0.260273295825835,0.5018359785730967,0.965366651097618,0.14277613661840266,0.5056117197571228,0.9521952358710882,0.1409479613498365,0.6509735733221471,6.595880031585693,1.382262529847843,0.6128642611111388,0.1857882422137074,2.7152953147888184,1.0,0,both
teacher,val,ge5,all,4.051532348954536,191366,52270,0.21303679859536176,0.26458810790697407,0.4877410670171379,0.9661564951214846,0.14295875191436547,0.49477757538288547,0.9514061603214081,0.14102966852506543,0.6471627504638766,6.498612403869629,1.374747060756447,0.6084852982347757,0.18555240824392052,2.6849756240844727,1.0,0,both
